hour,date,plaza,count,revenue,passCount,passRevenue,cashCount,cashRevenue
15,12,HOL,1870,27159.50,1737,25227.50,133,1932.00
16,12,HOL,2099,31404.50,1953,29158.50,146,2246.00
17,12,HOL,2347,34652.50,2196,32343.50,151,2309.00
18,12,HOL,2412,35351.50,2216,32475.00,196,2876.50
19,12,HOL,1749,25671.50,1607,23510.00,142,2161.50
20,12,HOL,1395,20236.00,1283,18548.50,112,1687.50
21,12,HOL,1237,17964.50,1134,16403.00,103,1561.50
22,12,HOL,1127,17002.50,1045,15675.00,82,1327.50
23,12,HOL,705,10554.50,662,9923.00,43,631.50
0,13,HOL,486,7535.50,447,6815.50,39,720.00
1,13,HOL,337,5823.00,310,5230.50,27,592.50
2,13,HOL,262,4975.00,245,4633.00,17,342.00
3,13,HOL,330,6596.00,311,6237.50,19,358.50
4,13,HOL,628,11283.50,593,10464.50,35,819.00
5,13,HOL,2127,33965.00,1984,31365.50,143,2599.50
6,13,HOL,2440,38819.50,2219,35056.00,221,3763.50
7,13,HOL,2430,37974.50,2231,34893.00,199,3081.50
8,13,HOL,2384,38776.50,2181,35198.50,203,3578.00
9,13,HOL,2453,38090.00,2253,34888.50,200,3201.50
10,13,HOL,2290,33301.00,2104,30371.50,186,2929.50
11,13,HOL,2208,32624.00,2022,29683.00,186,2941.00
12,13,HOL,1685,24851.50,1551,22773.50,134,2078.00
13,13,HOL,1453,21988.50,1361,20635.50,92,1353.00
14,13,HOL,1568,23685.50,1460,21787.50,108,1898.00
15,13,HOL,1886,28135.50,1756,26136.00,130,1999.50
16,13,HOL,2125,32450.00,1982,30180.50,143,2269.50
17,13,HOL,2368,35335.50,2205,32809.00,163,2526.50
18,13,HOL,2263,33206.00,2101,30669.00,162,2537.00
19,13,HOL,1626,24005.50,1482,21819.00,144,2186.50
20,13,HOL,1287,18723.00,1196,17337.00,91,1386.00
21,13,HOL,1219,17536.50,1113,16023.00,106,1513.50
22,13,HOL,1268,19147.50,1176,17606.00,92,1541.50
23,13,HOL,776,11825.50,713,10889.50,63,936.00
0,14,HOL,590,9153.50,538,8209.00,52,944.50
1,14,HOL,458,7332.00,412,6585.00,46,747.00
2,14,HOL,313,5861.00,294,5384.00,19,477.00
3,14,HOL,360,7099.50,337,6553.50,23,546.00
4,14,HOL,605,11456.00,556,10382.50,49,1073.50
5,14,HOL,2311,37040.50,2184,34846.50,127,2194.00
6,14,HOL,2520,39975.00,2343,37133.00,177,2842.00
7,14,HOL,2475,39127.50,2299,36071.00,176,3056.50
8,14,HOL,2443,39762.00,2284,37209.00,159,2553.00
9,14,HOL,2426,38124.00,2245,35233.50,181,2890.50
10,14,HOL,1900,28637.50,1754,26205.00,146,2432.50
11,14,HOL,1931,28056.00,1776,25742.50,155,2313.50
12,14,HOL,1558,23479.00,1446,21480.50,112,1998.50
13,14,HOL,1541,23244.50,1441,21613.50,100,1631.00
14,14,HOL,1563,22780.50,1454,21057.50,109,1723.00
15,14,HOL,1848,27141.00,1743,25503.50,105,1637.50
16,14,HOL,2129,31937.00,1999,30011.50,130,1925.50
17,14,HOL,2439,36613.00,2278,34096.50,161,2516.50
18,14,HOL,2167,31877.50,2009,29483.00,158,2394.50
19,14,HOL,1933,28568.00,1796,26458.50,137,2109.50
20,14,HOL,1391,19876.00,1295,18371.50,96,1504.50
21,14,HOL,1435,20668.50,1327,19044.00,108,1624.50
22,14,HOL,1389,20740.50,1291,19136.00,98,1604.50
23,14,HOL,940,14379.00,853,13056.00,87,1323.00
0,15,HOL,667,10602.00,610,9514.50,57,1087.50
1,15,HOL,504,8056.00,459,7223.50,45,832.50
2,15,HOL,341,6089.00,317,5594.00,24,495.00
3,15,HOL,379,7073.00,345,6439.00,34,634.00
4,15,HOL,590,10565.00,542,9545.50,48,1019.50
5,15,HOL,2277,36537.00,2134,34037.50,143,2499.50
6,15,HOL,2494,39664.50,2334,36989.50,160,2675.00
7,15,HOL,2457,38271.00,2305,35873.50,152,2397.50
8,15,HOL,2496,39828.50,2321,36771.00,175,3057.50
9,15,HOL,2312,36381.00,2141,33592.50,171,2788.50
10,15,HOL,1992,29972.00,1861,27884.00,131,2088.00
11,15,HOL,1485,22237.50,1374,20485.50,111,1752.00
12,15,HOL,1386,20554.00,1278,18751.00,108,1803.00
13,15,HOL,1478,22416.50,1370,20651.00,108,1765.50
14,15,HOL,1274,19416.00,1168,17323.00,106,2093.00
15,15,HOL,1233,19203.50,1118,16891.00,115,2312.50
16,15,HOL,937,15050.00,853,13398.00,84,1652.00
17,15,HOL,1013,16638.00,924,14617.00,89,2021.00
18,15,HOL,1004,17150.00,921,15143.50,83,2006.50
19,15,HOL,967,15392.00,905,13921.50,62,1470.50
20,15,HOL,922,13816.50,858,12856.50,64,960.00
21,15,HOL,1010,15140.00,931,13817.00,79,1323.00
22,15,HOL,1176,17376.50,1091,16106.00,85,1270.50
23,15,HOL,1023,15514.00,954,14416.00,69,1098.00
0,16,HOL,684,10882.00,623,9577.00,61,1305.00
1,16,HOL,596,9138.00,556,8538.00,40,600.00
2,16,HOL,508,8735.50,468,7649.50,40,1086.00
3,16,HOL,499,8562.50,472,8091.50,27,471.00
4,16,HOL,529,9028.50,498,8554.50,31,474.00
5,16,HOL,1613,26360.50,1518,24685.50,95,1675.00
6,16,HOL,2267,36112.50,2102,33284.00,165,2828.50
7,16,HOL,2102,33892.00,1951,31389.50,151,2502.50
8,16,HOL,1930,31704.50,1782,28930.50,148,2774.00
9,16,HOL,1698,28337.00,1574,26048.00,124,2289.00
10,16,HOL,1510,23638.50,1409,21722.50,101,1916.00
11,16,HOL,1526,22564.00,1405,20768.00,121,1796.00
12,16,HOL,1610,23836.50,1494,21874.00,116,1962.50
13,16,HOL,1691,25072.00,1572,23135.00,119,1937.00
14,16,HOL,1777,26519.50,1666,24723.00,111,1796.50
15,16,HOL,2213,31919.50,2055,29527.50,158,2392.00
16,16,HOL,2157,32184.00,2001,29786.50,156,2397.50
17,16,HOL,2225,32362.00,2064,30010.00,161,2352.00
18,16,HOL,2294,33276.00,2142,30962.00,152,2314.00
19,16,HOL,1873,27341.00,1721,25054.00,152,2287.00
20,16,HOL,1442,20248.00,1308,18192.50,134,2055.50
21,16,HOL,1347,19110.00,1234,17455.50,113,1654.50
22,16,HOL,1229,17619.00,1131,16101.00,98,1518.00
23,16,HOL,1141,16656.50,1038,15067.00,103,1589.50
0,17,HOL,947,14661.50,873,13302.50,74,1359.00
1,17,HOL,717,11242.00,660,10249.00,57,993.00
2,17,HOL,609,9819.50,552,8846.00,57,973.50
3,17,HOL,567,9762.50,524,8858.00,43,904.50
4,17,HOL,601,10086.00,549,9083.50,52,1002.50
5,17,HOL,948,15184.00,873,13778.00,75,1406.00
6,17,HOL,1439,21606.50,1340,20024.00,99,1582.50
7,17,HOL,1697,24971.50,1583,23130.50,114,1841.00
8,17,HOL,1904,27287.00,1786,25525.00,118,1762.00
9,17,HOL,1900,26327.50,1779,24389.00,121,1938.50
10,17,HOL,1927,26438.00,1807,24578.00,120,1860.00
11,17,HOL,2116,30313.00,1969,28055.50,147,2257.50
12,17,HOL,2225,31608.00,2060,29120.50,165,2487.50
13,17,HOL,2128,30438.50,1991,28376.50,137,2062.00
14,17,HOL,1882,26975.00,1774,25368.50,108,1606.50
15,17,HOL,2076,30102.50,1930,27887.50,146,2215.00
16,17,HOL,2090,30087.00,1943,27869.50,147,2217.50
17,17,HOL,2156,31375.50,1991,28922.00,165,2453.50
18,17,HOL,2114,31031.00,1937,28348.50,177,2682.50
19,17,HOL,2101,30636.00,1953,28522.00,148,2114.00
20,17,HOL,1626,23855.50,1502,21927.00,124,1928.50
21,17,HOL,1534,21853.50,1390,19788.00,144,2065.50
22,17,HOL,1608,22546.00,1484,20775.00,124,1771.00
23,17,HOL,1344,19301.00,1229,17591.00,115,1710.00
0,18,HOL,1071,15473.00,987,14130.50,84,1342.50
1,18,HOL,910,13436.00,835,12294.50,75,1141.50
2,18,HOL,778,11633.00,725,10856.00,53,777.00
3,18,HOL,688,10528.50,644,9882.00,44,646.50
4,18,HOL,542,8074.50,488,7233.00,54,841.50
5,18,HOL,650,9470.50,593,8568.50,57,902.00
6,18,HOL,962,13542.50,895,12553.00,67,989.50
7,18,HOL,1220,16917.50,1134,15611.50,86,1306.00
8,18,HOL,1539,21147.50,1430,19471.00,109,1676.50
9,18,HOL,1869,25106.50,1741,23312.50,128,1794.00
10,18,HOL,2066,27282.50,1939,25476.50,127,1806.00
11,18,HOL,2302,32526.00,2170,30564.50,132,1961.50
12,18,HOL,2137,30308.50,2016,28564.50,121,1744.00
13,18,HOL,2098,29739.00,1952,27624.00,146,2115.00
14,18,HOL,2028,28921.50,1881,26791.50,147,2130.00
15,18,HOL,2078,29993.00,1919,27646.50,159,2346.50
16,18,HOL,1994,28771.50,1867,26871.00,127,1900.50
17,18,HOL,2385,34667.00,2194,31828.00,191,2839.00
18,18,HOL,2205,32218.00,1993,29031.00,212,3187.00
19,18,HOL,1637,23939.00,1512,22059.00,125,1880.00
20,18,HOL,1447,21137.50,1340,19494.00,107,1643.50
21,18,HOL,1244,17760.50,1157,16407.50,87,1353.00
22,18,HOL,1166,16862.50,1078,15503.00,88,1359.50
23,18,HOL,681,10066.00,607,8902.00,74,1164.00
0,19,HOL,479,7206.50,442,6644.50,37,562.00
1,19,HOL,323,5261.00,283,4595.00,40,666.00
2,19,HOL,317,5973.00,292,5511.00,25,462.00
3,19,HOL,347,6583.50,326,6264.00,21,319.50
4,19,HOL,747,12993.00,692,11979.00,55,1014.00
5,19,HOL,2323,36298.50,2153,33371.00,170,2927.50
6,19,HOL,2327,36283.50,2157,33701.00,170,2582.50
7,19,HOL,2367,37016.50,2197,34313.50,170,2703.00
8,19,HOL,2357,37859.00,2161,34343.00,196,3516.00
9,19,HOL,2266,35684.00,2093,33021.00,173,2663.00
10,19,HOL,1897,28307.00,1767,26332.50,130,1974.50
11,19,HOL,1578,23638.00,1447,21516.00,131,2122.00
12,19,HOL,1494,22108.50,1358,19984.50,136,2124.00
13,19,HOL,1461,21408.50,1344,19676.00,117,1732.50
14,19,HOL,1560,23372.50,1453,21765.00,107,1607.50
15,19,HOL,1611,23416.50,1501,21766.50,110,1650.00
16,19,HOL,2021,30409.50,1867,28108.00,154,2301.50
17,19,HOL,2269,33563.50,2117,31310.50,152,2253.00
18,19,HOL,2052,30327.50,1922,28362.50,130,1965.00
19,19,HOL,1628,23911.00,1493,21899.50,135,2011.50
20,19,HOL,1302,19197.00,1195,17601.00,107,1596.00
21,19,HOL,1214,17919.00,1111,16158.00,103,1761.00
22,19,HOL,1177,17532.00,1081,16036.50,96,1495.50
23,19,HOL,660,10059.50,611,9324.50,49,735.00
0,20,HOL,494,7896.50,451,6998.00,43,898.50
1,20,HOL,360,6049.50,316,5274.00,44,775.50
2,20,HOL,321,5982.50,296,5472.50,25,510.00
3,20,HOL,354,7164.00,331,6666.50,23,497.50
4,20,HOL,713,12533.50,654,11524.00,59,1009.50
5,20,HOL,1767,28238.00,1659,26571.00,108,1667.00
6,20,HOL,2423,38432.50,2252,35771.50,171,2661.00
7,20,HOL,2452,39379.00,2283,36560.50,169,2818.50
8,20,HOL,2362,38142.00,2182,35243.50,180,2898.50
9,20,HOL,2176,34063.00,2006,31331.00,170,2732.00
10,20,HOL,2294,33903.00,2107,31027.50,187,2875.50
11,20,HOL,2167,32130.00,1978,29250.50,189,2879.50
12,20,HOL,1726,25848.50,1603,23798.00,123,2050.50
13,20,HOL,1913,28109.50,1768,25810.50,145,2299.00
14,20,HOL,2003,29689.00,1864,27551.00,139,2138.00
15,20,HOL,2160,31710.00,2018,29554.50,142,2155.50
16,20,HOL,2243,33357.00,2063,30689.00,180,2668.00
17,20,HOL,2305,33687.50,2105,30725.50,200,2962.00
18,20,HOL,2323,34433.00,2158,32014.50,165,2418.50
19,20,HOL,2130,31202.00,1967,28769.00,163,2433.00
20,20,HOL,1739,24840.00,1611,22866.50,128,1973.50
21,20,HOL,1387,20335.50,1290,18763.50,97,1572.00
22,20,HOL,1332,19893.50,1244,18450.50,88,1443.00
23,20,HOL,908,13590.50,827,12358.50,81,1232.00
0,21,HOL,575,9284.50,525,8312.00,50,972.50
1,21,HOL,528,8787.00,472,7700.00,56,1087.00
2,21,HOL,401,7463.00,361,6662.00,40,801.00
3,21,HOL,390,7081.50,365,6529.50,25,552.00
4,21,HOL,842,14308.50,770,12897.00,72,1411.50
5,21,HOL,2378,38116.50,2238,35614.50,140,2502.00
6,21,HOL,2347,37832.50,2174,34878.00,173,2954.50
7,21,HOL,2342,37382.50,2164,34465.50,178,2917.00
8,21,HOL,2253,36819.00,2079,33991.00,174,2828.00
9,21,HOL,1672,27576.50,1539,25279.00,133,2297.50
10,21,HOL,1448,22899.00,1334,20985.00,114,1914.00
11,21,HOL,1435,21111.50,1335,19619.50,100,1492.00
12,21,HOL,1484,21909.50,1365,19909.00,119,2000.50
13,21,HOL,1440,21414.50,1342,19709.50,98,1705.00
14,21,HOL,1835,26679.50,1724,24821.50,111,1858.00
15,21,HOL,2147,30525.00,2003,28271.50,144,2253.50
16,21,HOL,2107,31294.50,1945,28822.50,162,2472.00
17,21,HOL,2054,30288.50,1911,28029.00,143,2259.50
18,21,HOL,1864,27407.00,1714,25077.50,150,2329.50
19,21,HOL,1563,22883.00,1447,21141.50,116,1741.50
20,21,HOL,1385,19501.50,1253,17449.00,132,2052.50
21,21,HOL,1239,17245.00,1134,15736.50,105,1508.50
22,21,HOL,1381,19785.50,1259,17909.00,122,1876.50
23,21,HOL,931,13343.50,867,12317.50,64,1026.00
0,22,HOL,645,9248.50,593,8450.50,52,798.00
1,22,HOL,464,6964.00,411,6049.50,53,914.50
2,22,HOL,358,5732.50,313,4840.00,45,892.50
3,22,HOL,362,5829.50,326,5145.50,36,684.00
4,22,HOL,576,8819.50,513,7669.00,63,1150.50
5,22,HOL,855,12282.50,798,11393.00,57,889.50
6,22,HOL,1074,15985.00,998,14850.50,76,1134.50
7,22,HOL,1174,17021.00,1102,15970.00,72,1051.00
8,22,HOL,1203,17377.00,1123,16149.50,80,1227.50
9,22,HOL,1303,18563.50,1208,17178.50,95,1385.00
10,22,HOL,1656,22218.50,1567,20973.50,89,1245.00
11,22,HOL,2059,27186.50,1947,25486.00,112,1700.50
12,22,HOL,2077,27539.00,1944,25683.50,133,1855.50
13,22,HOL,1756,23351.00,1649,21831.50,107,1519.50
14,22,HOL,1704,22581.50,1571,20712.50,133,1869.00
15,22,HOL,1901,25261.50,1757,23263.50,144,1998.00
16,22,HOL,1601,22769.00,1500,21269.50,101,1499.50
17,22,HOL,1361,19455.00,1252,17865.00,109,1590.00
18,22,HOL,1303,18693.00,1201,17210.50,102,1482.50
19,22,HOL,1333,19477.50,1244,18140.00,89,1337.50
20,22,HOL,1722,24215.00,1606,22531.00,116,1684.00
21,22,HOL,2092,29598.50,1955,27615.50,137,1983.00
22,22,HOL,2156,30452.00,2013,28410.50,143,2041.50
23,22,HOL,1373,19635.00,1265,18093.50,108,1541.50
0,23,HOL,812,12181.00,737,10934.50,75,1246.50
1,23,HOL,473,7413.50,429,6570.50,44,843.00
2,23,HOL,328,5711.00,292,5025.50,36,685.50
3,23,HOL,333,6775.00,306,6263.50,27,511.50
4,23,HOL,416,7478.50,388,6886.00,28,592.50
5,23,HOL,916,14567.00,849,13298.50,67,1268.50
6,23,HOL,1228,19777.50,1143,18343.50,85,1434.00
7,23,HOL,1223,20212.00,1115,18192.00,108,2020.00
8,23,HOL,1251,19763.00,1173,18428.50,78,1334.50
9,23,HOL,1308,20147.00,1216,18554.50,92,1592.50
10,23,HOL,1425,20398.00,1337,18925.00,88,1473.00
11,23,HOL,1577,22062.50,1444,20116.50,133,1946.00
12,23,HOL,1589,22204.00,1481,20593.00,108,1611.00
13,23,HOL,1707,24245.50,1589,22420.00,118,1825.50
14,23,HOL,1779,24819.00,1648,22899.00,131,1920.00
15,23,HOL,1891,26655.50,1748,24632.00,143,2023.50
16,23,HOL,1874,28078.50,1734,25850.50,140,2228.00
17,23,HOL,1925,27886.00,1795,26012.00,130,1874.00
18,23,HOL,1623,23324.50,1523,21869.50,100,1455.00
19,23,HOL,1409,20478.00,1303,18902.00,106,1576.00
20,23,HOL,1234,17229.50,1133,15710.50,101,1519.00
21,23,HOL,1129,16134.50,1033,14576.00,96,1558.50
22,23,HOL,1131,16134.00,1036,14701.50,95,1432.50
23,23,HOL,934,13491.50,861,12285.00,73,1206.50
0,24,HOL,687,10321.50,630,9463.50,57,858.00
1,24,HOL,469,7261.00,421,6499.50,48,761.50
2,24,HOL,398,6680.50,364,6031.00,34,649.50
3,24,HOL,393,7056.00,362,6520.50,31,535.50
4,24,HOL,447,7884.00,403,6976.00,44,908.00
5,24,HOL,752,12102.00,696,10996.00,56,1106.00
6,24,HOL,894,13687.50,828,12646.00,66,1041.50
7,24,HOL,1105,15998.50,1038,14866.50,67,1132.00
8,24,HOL,1255,18003.00,1170,16584.50,85,1418.50
9,24,HOL,1538,20967.50,1437,19379.50,101,1588.00
10,24,HOL,1761,23734.00,1638,21872.00,123,1862.00
11,24,HOL,1999,28194.00,1873,26308.00,126,1886.00
12,24,HOL,2109,29665.00,1973,27679.50,136,1985.50
13,24,HOL,2163,30645.00,2038,28833.00,125,1812.00
14,24,HOL,2145,30950.00,1999,28825.50,146,2124.50
15,24,HOL,2011,28935.50,1887,27108.50,124,1827.00
16,24,HOL,2197,31594.50,2047,29355.50,150,2239.00
17,24,HOL,2285,33114.50,2111,30505.00,174,2609.50
18,24,HOL,2221,32267.50,2046,29660.50,175,2607.00
19,24,HOL,2011,29813.00,1875,27845.00,136,1968.00
20,24,HOL,1844,27190.50,1733,25397.50,111,1793.00
21,24,HOL,1555,22058.50,1435,20149.50,120,1909.00
22,24,HOL,1410,19696.00,1303,18163.00,107,1533.00
23,24,HOL,1335,19009.00,1230,17433.00,105,1576.00
0,25,HOL,978,13945.50,892,12560.50,86,1385.00
1,25,HOL,687,9808.00,629,8989.50,58,818.50
2,25,HOL,499,7548.00,452,6759.00,47,789.00
3,25,HOL,428,6547.00,399,6098.50,29,448.50
4,25,HOL,423,6244.00,379,5597.50,44,646.50
5,25,HOL,633,9174.00,596,8565.50,37,608.50
6,25,HOL,809,11457.00,762,10711.50,47,745.50
7,25,HOL,992,13654.00,917,12506.50,75,1147.50
8,25,HOL,1410,19582.00,1303,17979.50,107,1602.50
9,25,HOL,1892,25429.50,1786,23932.50,106,1497.00
10,25,HOL,2180,29094.50,2048,27288.50,132,1806.00
11,25,HOL,2259,31982.00,2126,30057.50,133,1924.50
12,25,HOL,2202,31029.00,2048,28745.50,154,2283.50
13,25,HOL,2194,31258.50,2059,29239.50,135,2019.00
14,25,HOL,2150,30562.50,1987,28194.50,163,2368.00
15,25,HOL,2199,31357.50,2024,28793.50,175,2564.00
16,25,HOL,2247,32347.00,2041,29290.50,206,3056.50
17,25,HOL,2333,33695.00,2160,31146.50,173,2548.50
18,25,HOL,2307,33366.00,2114,30521.50,193,2844.50
19,25,HOL,2098,30247.50,1924,27675.00,174,2572.50
20,25,HOL,1945,28446.50,1786,25981.50,159,2465.00
21,25,HOL,1617,22593.00,1478,20527.50,139,2065.50
22,25,HOL,1443,20396.00,1337,18746.00,106,1650.00
23,25,HOL,1002,14190.00,909,12805.00,93,1385.00
